secretaria,sigla_uf,instituicao,descricao_empreendimento,municipio,valor_previsto
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Itapetininga,Itapetininga,550000.0
SETEC,SP,IFSP,Construção Biblioteca Campus Itaquaquecetuba,Itaquaquecetuba,1500000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Itaquaquecetuba,Itaquaquecetuba,1700000.0
SETEC,SP,IFSP,Construção de bloco de Oficina/Laboratório - Campus Itaquaquecetuba,Itaquaquecetuba,1749562.97
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Itaquaquecetuba,Itaquaquecetuba,550000.0
SETEC,SP,IFSP,Construção Biblioteca Campus Jacareí,Jacareí,1500000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Jacareí,Jacareí,1700000.0
SETEC,SP,IFSP,Construção do Bloco de Salas de aulas - Campus Jacareí,Jacareí,2084743.14
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Jacareí,Jacareí,550000.0
SETEC,SP,IFSP,Campus Jundiaí Obra de Implantação - Fase I - Bloco de salas de aula.,Jundiaí,2314745.16
SETEC,SP,IFSP,Construção Sede do Campus Avançado Jundiaí,Jundiaí,8517902.36
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Matão,Matão,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Matão,Matão,550000.0
SETEC,SP,IFSP,Construção Sede do Campus Miracatu,Miracatu,15532101.19
SETEC,SP,IFSP,Construção Biblioteca Campus Piracicaba,Piracicaba,1500000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Piracicaba,Piracicaba,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Piracicaba,Piracicaba,550000.0
SETEC,SP,IFSP,Construção de bloco de salas de aula Campus Presidente Epitácio,Presidente Epitácio,780000.0
SETEC,SP,IFSP,Construção Sede do Campus Presidente Prudente,Presidente Prudente,5191802.2
SETEC,SP,IFSP,Equipamentos e Mobiliários para o Campus Presidente Prudente,Presidente Prudente,749516.85
SETEC,SP,IFSP,Construção Sede do Campus Rio Claro,Rio Claro,15532101.19
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Salto,Salto,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Salto,Salto,550000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus Sertãozinho,Sertãozinho,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus Sertãozinho,Sertãozinho,550000.0
SETEC,SP,IFSP,Construção Sede do Campus Sorocaba,Sorocaba,15532101.19
SETEC,SP,IFSP,Construção Biblioteca Campus São Carlos,São Carlos,1500000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus São Carlos,São Carlos,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus São Carlos,São Carlos,550000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus São José dos Campos,São José dos Campos,550000.0
SETEC,SP,IFSP,Restaurante Estudantil do Campus de São José dos Campos,São José dos Campos,1700000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus São João da Boa Vista,São João da Boa Vista,1700000.0
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus São joão da Boa Vista,São João da Boa Vista,550000.0
SETEC,SP,IFSP,Construção Restaurante Estudantil Campus São Paulo,São Paulo,1700000.0
SETEC,SP,IFSP,Construção Sede da Reitoria do Instituto Federal de São Paulo,São Paulo,9447385.38
SETEC,SP,IFSP,Equipamento e Mobiliário Restaurante Estudantil Campus São Paulo,São Paulo,550000.0
SETEC,SP,IFSP,Infraestrutura e Urbanização do Campus São Paulo - IFSP,São Paulo,6133991.48
SETEC,SP,IFSP,"Infraestrutura e urbanização - adequação portaria, urbanização e bloco anexo",São Paulo,6193901.03
SETEC,SP,IFSP,Infraestrutura e urbanização - aquisição equipamentos de TI,São Paulo,700647.04
SETEC,SP,IFSP,Infraestrutura e urbanização - infraestrutura de rede,São Paulo,500000.0
SETEC,SP,IFSP,Infraestrutura e urbanização - sinalização visual,São Paulo,303561.64
SETEC,TO,IFTO,"Construção de bloco multiuso no Campus Araguaína, que conterá salas para setores administrativos, auditório e laboratórios na área de saúde.",Araguaína,4972256.09
SETEC,TO,IFTO,Construção Restaurante Estudantil Campus Colinas do Tocantins,Colinas do Tocantins,1700000.0
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - Auditório,Formoso do Araguaia,1825905.22
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - Biblioteca,Formoso do Araguaia,1400000.0
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - Bloco de 23 Sala de Aulas,Formoso do Araguaia,6846891.3500000006
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - Bloco de 9 Sala de Aulas,Formoso do Araguaia,1464467.34
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - Ginásio Poliesportivo,Formoso do Araguaia,1168000.0
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - Guarita,Formoso do Araguaia,126500.0
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - Laboratórios,Formoso do Araguaia,2344000.0
SETEC,TO,IFTO,Construção Sede do Campus Formoso do Araguaia - alimentação elétrica de blocos,Formoso do Araguaia,356337.28
SETEC,TO,IFTO,"Reforma dos Blocos 01, 02, 03 e 04 - Campus Gurupi",Gurupi,2099000.0
SETEC,TO,IFTO,Aquisição de mobiliários e equipamentos diversos - Coleta 2023,Palmas,3499366.8
SETEC,TO,IFTO,Labsolar 2023 - Aquisição de material permanente,Palmas,199742.04
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso - Auditório,Pedro Afonso,1700000.0
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso - Biblioteca,Pedro Afonso,1400000.0
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso - Bloco de Sala de Aulas - 9 salas ,Pedro Afonso,1395263.38
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso - Instalação de poço artesiano,Pedro Afonso,209063.0
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso - Laboratórios,Pedro Afonso,1540898.23
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso - Pavimentação de Vias de Acesso,Pedro Afonso,825000.0
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso - alimentação elétrica de blocos,Pedro Afonso,356337.28
SETEC,TO,IFTO,Construção Sede do Campus Pedro Afonso -Bloco de Salas de Aula com 23 salas,Pedro Afonso,8105539.3
SETEC,TO,IFTO,Construção Restaurante Estudantil Campus Porto Nacional,Porto Nacional,1700000.0
